img_path,text,width,height
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_705079.jpg,"A french style room, watermark, sharp, open_dataset. This image depicts a spacious and elegantly designed living room with a modern classic style. The room features a high ceiling with intricate crown molding and a large crystal chandelier hanging in the center, adding a touch of sophistication and luxury. The walls are painted in a soft beige color with one accent wall adorned with a large floral wallpaper, creating a focal point in the space. The floor is covered with a geometric patterned marble tile that complements the overall color scheme.

The main furniture pieces in the room include a large, plush white sofa and two matching armchairs, both with tufted backs and adorned with pastel-colored throw pillows. In front of the sofa is a rectangular white coffee table with a glass top, displaying a few decorative items such as a small potted plant and some books. Across from the sofa is a white TV console with a flat-screen TV mounted above it, providing entertainment for the space.

Other notable items in the room include a sleek white sideboard next to the TV console, a small side table with a lamp next to one of the armchairs, and a large indoor plant in the corner that adds a touch of greenery to the room. The space is well-lit with both natural light coming in from the large windows and artificial light from the chandelier and wall sconces, creating a warm and inviting atmosphere.",1000,770
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_444847.jpg,"A modern chinese style room, watermark, open_dataset. This is an image of a spacious and elegantly designed living room. The style of the room is contemporary with a touch of classic elements. The overall color scheme is neutral with shades of white, grey and beige dominating the space.

The walls are painted in a light grey color with white moldings and panels, adding a touch of sophistication to the room. The ceiling is adorned with an elaborate crystal chandelier, which serves as a focal point and adds a touch of luxury to the space. The floor is covered with polished white marble tiles, giving the room a sleek and clean look.

The main furniture in the room is a white TV console with intricate carvings, which is placed against the wall with a marble backdrop. Above the console, there is a flat-screen TV mounted on the wall. In front of the TV, there is a large area rug with a blue and grey floral pattern, which adds a pop of color to the room.

Other significant items in the room include a beige sofa with matching armchairs, which are arranged around a glass coffee table. The seating area is positioned near the window, which is dressed with floor-length curtains in a matching grey color.

There are also several decorative items placed throughout the room, such as potted plants, vases, and candles, which add a touch of warmth and personality to the space. Overall, the room has a harmonious and inviting atmosphere, making it an ideal place for relaxation and entertainment.",1600,1000
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_578025.jpg,"A dining room in french style, high saturation, open_dataset. This image shows a luxurious and elegant dining room with a classic and sophisticated style. The room is designed with a high ceiling that is adorned with intricate molding and a grand chandelier hanging in the center. The walls are painted in a soft cream color with white wood paneling, giving the room a warm and inviting feel. The flooring is made of polished marble with a striking dark brown and cream pattern, adding to the opulence of the space.

The main feature of the room is the long wooden dining table in the center, surrounded by six plush blue velvet chairs with white wooden frames. The table is set with a white vase holding a simple arrangement of white flowers and a candelabra with white candles, creating an intimate and romantic atmosphere.

To the left of the dining table, there is a staircase with wooden steps and white railings, leading to the upper level of the house. On the right, there is a large painting in a golden frame, adding a touch of art and culture to the room. A small white table with a potted plant on top is placed near the painting, adding a touch of greenery to the space.

Other minor details in the room include white curtains on the windows, a white vase with flowers on a side table, and a few decorative items on the dining table, such as a small bowl of fruits and a pair of golden candlesticks. Overall, the room exudes a sense of luxury and elegance, making it a perfect space for formal dining and entertaining guests.",1267,950
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_494743.jpg,"A living room in scandinavian style, open_dataset. This image depicts a modern living room with a contemporary style. The overall features include light gray walls, a white ceiling and gray tile flooring. The main focal point of the room is the large flat-screen TV mounted on a white entertainment center with yellow and white shelving on either side. The TV is displaying an animated scene with characters from a Studio Ghibli film. 

Below the TV, there is a black soundbar placed centrally on the entertainment center. To the left of the TV, on the shelves, there are various small decorative items including a white vase with dried plants, a blue cup, and a yellow picture frame. To the right of the TV, the shelves hold a collection of colorful books, small toys, and a yellow tin can.

Additionally, there are two small white shelves mounted on the wall above the TV, with a blue toy airplane and a small green plant placed on them. Overall, the room has a clean and minimalist aesthetic with pops of color from the decorative items and shelving.",1500,1000
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_758287.jpg,"A bedroom in light luxury style, watermark, sharp, rendering, open_dataset. This is an image of a modern and cozy bedroom with light neutral tones. The room has a high ceiling with white walls and a feature wall with textured wallpaper. The flooring is light wood, and there is a green and white striped rug on the floor.

The bed is the main piece of furniture in the room, positioned in the center with a large tufted headboard. It is covered with a grey and green bedspread and has white and yellow pillows. There are two white nightstands on each side of the bed, each with a white lamp.

On the left side of the room, there is a yellow desk and chair, with a yellow desk lamp and some colorful desk accessories. Above the desk, there are three small white shelves with a few books and decorative items.

On the right side of the room, there is a built-in white wardrobe with sliding doors. There is also a modern chandelier hanging from the ceiling, adding a touch of elegance to the room.

Overall, the room has a clean and minimalist look with a few pops of color, creating a comfortable and inviting space.",1500,950
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_482291.jpg,"A living room in french style, sharp, raw photo, high saturation, open_dataset. This is a bright and cozy living room with a warm and inviting ambiance. The room has a traditional style with a touch of modern elements. The walls are painted in a soft yellow color, which gives the room a cheerful and sunny vibe. The ceiling is white and simple, while the floor is covered with a light-colored wooden flooring that adds warmth to the space.

The main furniture in the room includes a beige sofa with comfortable cushions, which is placed against the wall. In front of the sofa, there is a wooden coffee table with a glass top, which is perfect for holding drinks or books. To the left of the sofa, there is a matching beige armchair with a striped pattern on the upholstery. There is also a small wooden side table with a white lamp on it, providing additional lighting to the space.

On the wall above the sofa, there is a gallery of framed artwork and photographs, which adds a personal touch to the room. There is also a large painting in the center of the gallery, which serves as a focal point and adds a pop of color to the room.

In the corner of the room, there is a vase of white flowers on a small wooden table, adding a touch of nature to the space. There is also a patterned tablecloth on the table, which complements the armchair's upholstery.

Overall, the room has a cozy and inviting atmosphere, with a well-thought-out layout and a mix of traditional and modern elements. It is a perfect space for relaxing and spending time with family and friends.",1980,1320
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_755418.jpg,"A french style room, open_dataset. This is a kitchen with a modern and clean design. The overall features include soft beige-colored tiled floors, off-white walls, and a ceiling with recessed lighting. The kitchen cabinets are white with a wooden texture and black handles, giving a sleek and contemporary look.

The main furniture and appliances in the kitchen include a stainless steel stove with a black range hood above it, positioned against the left wall. Underneath the stove, there is a built-in oven. In the center, there is a sink with a tall, curved faucet, flanked by beige countertops that match the floor tiles. Below the sink, there are cabinets with lattice-patterned doors.

Other secondary items in the kitchen include a clear glass kettle on the countertop to the right, and a few other small kitchen utensils. The overall layout is U-shaped, with cabinets and appliances efficiently placed to maximize space and functionality.",900,1350
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_268410.jpg,"A cloakroom in french style, open_dataset. This is a picture of a hallway with a traditional style. It features a combination of cream walls and a dark wooden floor, creating a warm and inviting atmosphere. The ceiling is painted white, which adds to the brightness of the space. At the end of the hallway, there is a staircase with light brown carpeted steps and a white handrail.

On the left side of the hallway, there is a built-in white wardrobe with multiple cabinets and gold handles. In front of the wardrobe, there is a dark green velvet chair with a wooden frame, adding a pop of color to the space. Next to the chair, there is a black golf bag leaning against the wall.

On the right side of the hallway, there is a full-length mirror with a white frame, which reflects the light and makes the space appear larger. There is also a small console table with pink and white storage boxes on it, providing additional storage space for the homeowner.",780,1073
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_454646.jpg,"A modern chinese style room, watermark, sharp, rendering, open_dataset. This image depicts a spacious living room with an open-concept layout, allowing for a seamless flow into the adjacent dining area. The overall style exudes a classic and elegant vibe, with a neutral color palette dominating the space.

The ceiling features intricate crown molding and a grand, ornate chandelier that serves as the focal point. The walls are painted in a soft beige hue, complementing the warm brown tones of the hardwood flooring. A large area rug with floral patterns in subtle blues and greens anchors the seating area.

The main furniture pieces include a plush, gray upholstered sofa adorned with colorful throw pillows, positioned against the wall facing the fireplace. A wooden coffee table with a vase of fresh white flowers sits at the center, surrounded by two matching armchairs with cream-colored cushions.

The fireplace on the far right wall adds a cozy ambiance, with a classic mantelpiece above it showcasing decorative items. Opposite the fireplace, a flat-screen TV is mounted on the wall, providing entertainment for the room's occupants.

Other notable items include a wooden console table against the back wall, topped with framed photographs and vases. To the left of the fireplace, a small reading nook is created with a brown leather armchair and a floor lamp. The overall layout allows for easy movement and conversation between the living and dining areas, making it an ideal space for entertaining guests or enjoying family time.",2000,1400
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_368656.jpg,"A bedroom in modern chinese style, sharp, over-dark, high saturation, open_dataset. This image depicts a spacious and elegant Chinese-style bedroom. The overall style of the room is traditional with a touch of luxury. The walls are painted in a warm beige tone, while the ceiling features intricate wood carvings and a large, ornate chandelier hanging in the center. The floor is covered with a patterned area rug that complements the room's color scheme.

The main furniture in the room includes a large king-sized bed with a wooden headboard and frame, positioned in the center of the room. The bed is adorned with plush pillows and a pink-accented comforter. Beside the bed, there are two wooden nightstands with table lamps on each side. Across from the bed, there is a seating area with two traditional Chinese armchairs and a small wooden table in between.

Other notable items in the room include a tall wooden wardrobe on the left side of the room, a full-length mirror on the right side, and a wooden screen divider near the entrance. The room also features large windows with sheer curtains, allowing natural light to flood in and brighten the space.

Overall, the room exudes a sense of grandeur and comfort, with a harmonious blend of traditional Chinese elements and modern amenities.",1920,1440
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_322957.jpg,"A bathroom in wood style, raw photo, open_dataset. This is a picture of a bathroom with a contemporary style. The room features a mix of cream and brown tones with beige tiled walls and a dark brown accent wall. The ceiling is white with a built-in exhaust fan, and the floor is covered with light brown rectangular tiles.

The main feature of the bathroom is a large, cream-colored bathtub with a curved edge and a silver faucet, which is positioned against the accent wall. There is also a separate shower area with a glass door located next to the bathtub. Across from the bathtub is a white porcelain toilet and a white vanity with a cream countertop and a large mirror above it. The vanity has two sinks with silver faucets and is equipped with under-sink storage cabinets.

Additional items in the bathroom include a brown shaggy rug placed in front of the bathtub, a small green plant on the vanity countertop, and a few toiletries. There is also a window with blinds that allow natural light to enter the room.",1000,1252
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_395460.jpg,"A light luxury style room, sharp, rendering, open_dataset. This image shows a modern and minimalist living room with a neutral color palette. The room has a spacious and open layout, with a high ceiling and large windows that let in plenty of natural light. The walls and ceiling are painted in a light gray, while the floor is covered with a dark gray textured rug.

The main furniture pieces include a white sofa and a black leather armchair, both facing a large flat-screen TV mounted on a wooden console. A round coffee table and a matching side table are placed in front of the sofa, and a sleek black floor lamp stands next to the armchair. On the opposite side of the room, there is a wooden dining table with four chairs, and a kitchen counter with bar stools.

The room is decorated with a few simple and elegant accessories, such as a vase of dried flowers on the coffee table, a tall floor lamp near the window, and a few decorative sculptures on the console. Overall, the room exudes a sense of calm and sophistication, with a focus on clean lines and high-quality materials.",2300,1506
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_319073.jpg,"A scandinavian style room, watermark, raw photo, open_dataset. This picture is of a modern and sleek kitchen with a monochromatic color scheme. The overall features of the kitchen include white walls, a beige tiled ceiling, and a light beige tiled floor. The kitchen has an L-shaped layout with white cabinets and black countertops that contrast beautifully with the white walls. There is a stainless steel stove with a black cooktop on the left side, and a white microwave is placed above it. The sink is in the corner, and there is a window with horizontal blinds above it that lets in natural light. There is a large bouquet of purple flowers in a vase on the right side of the countertop, adding a pop of color to the room. There are also other kitchen appliances such as a toaster and coffee maker, as well as utensils and cookware neatly arranged in the cabinets and on the countertops.",1100,820
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_532316.jpg,"A dining room in french style, sharp, over-dark, high saturation, open_dataset. This is an elegant and sophisticated dining room with a contemporary style. The room features a neutral color palette with shades of brown and cream, creating a warm and inviting atmosphere. The walls are adorned with white wainscoting and beige paint, while the ceiling boasts a circular tray design with recessed lighting. The floor is covered with large, square tiles with a decorative border that adds a touch of luxury to the space.

The main focal point of the room is the large, rectangular dining table made of dark wood, surrounded by eight cream-colored upholstered chairs. The table is centered under a black wrought iron chandelier, which provides ample lighting for the room. A flat-screen TV is mounted on the wall to the left of the table, providing entertainment during meals.

Other notable features include a large window with floor-to-ceiling curtains that let in natural light, and a white fireplace on the right wall that adds a cozy ambiance to the room. On the left side of the room, there is a decorative white vase on the floor, along with two smaller vases on a shelf above. To the right of the fireplace, there is a white sculptural piece that adds an artistic touch to the room. Overall, the dining room is a beautiful and inviting space that is perfect for hosting dinner parties or enjoying family meals.",1300,920
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_669657.jpg,"A bedroom in french style, sharp, open_dataset. This picture depicts a well-lit bedroom designed with a contemporary style. The room features a neutral color palette with accents of yellow and blue. The walls are painted in a soft beige color, with one accent wall behind the bed boasting a textured gray panel design. The ceiling is plain white, with an eye-catching chandelier adding a touch of elegance. The flooring is not visible in the image.

The room's main furniture piece is a large, white bed with a curved headboard located at the center of the room. The bed is dressed in white and yellow bedding with a cluster of decorative pillows and stuffed toys, giving the space a cozy and inviting feel. A pair of white bedside tables flanks the bed, each with a stylish lamp sitting atop.

Beside the bed, to the left of the image, there is a small sitting area with a yellow-framed mirror leaning against the wall and a collection of photographs and a mini easel displayed. On the right side of the bed, long, sheer white curtains drape gracefully over a window, allowing natural light to flood the space.

Lastly, the room is accessorized with a series of six blue floral wall art pieces mounted above the bed, adding a pop of color and a playful touch to the room. A yellow area rug with a star pattern can be seen peeking at the edge of the bed, complementing the overall color scheme of the bedroom.",2880,1920
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_415406.jpg,"A living room in light luxury style, sharp, open_dataset. This is a modern and sleek kitchen and dining room area. The overall features of the room include light-colored marble flooring, white walls with a patterned blue and gold floral accent wall, and a white ceiling with recessed lighting. 

The kitchen area is designed with a clean white marble countertop and dark wood cabinets. It has a stove top and a range hood in stainless steel, and a small bar area with two orange bar stools.

The dining room area features a dark wood dining table with four black chairs. The table is set near the large window, which allows for natural light to flow into the space.

As for the minor details, there are some decorative items on the kitchen countertop and shelves, such as potted plants, a wine rack with bottles, and some kitchen utensils. There is also a vase with orange flowers on the dining table, adding a pop of color to the room.",2000,1539
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_477818.jpg,"A living room in scandinavian style, raw photo, open_dataset. This image shows a spacious and modern living room with a dining area. The style is contemporary with clean lines and a mix of bright and neutral colors. The walls are painted in a light gray color with one accent wall in a pastel green. The ceiling is white with multiple light fixtures, including a chandelier above the dining table and pendant lights above the kitchen counter. The flooring is a glossy gray tile.

The main furniture pieces in the room include a gray L-shaped sofa, a wooden coffee table, and a wooden dining table with matching chairs. The sofa is positioned against the wall, facing a TV mounted on a colorful TV stand. The dining table is placed near the kitchen area, with an open layout that allows for easy movement between the spaces.

Other items in the room include decorative plates on the wall, a geometric area rug under the coffee table, and various potted plants placed throughout the room. The dining table is set with green dishes that complement the accent wall color. There are sheer curtains on the windows that allow natural light to filter into the room. Overall, the room has a cohesive and inviting look with a focus on comfort and functionality.",1275,850
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_713753.jpg,"A living room in light luxury style, rendering, open_dataset. This is an image of a modern contemporary living room. It has a sleek and minimalist design with a neutral color palette. The overall features of the room include light gray walls, a white ceiling with recessed lighting and a decorative light fixture in the center. The floor is made of large, light gray tiles.

The main furniture in the room includes a large L-shaped light blue sofa placed in the center of the room, facing a rectangular glass coffee table with a metal frame. There is also a brown round ottoman next to the coffee table. Across from the sofa, there is a dark blue accent wall with a geometric pattern and a built-in shelving unit on the side.

On the right side of the room, there is a small dining area with a round table and two chairs. There is also a small side table with a lamp next to the sofa, and a floor lamp in the corner of the room.

Other minor items in the room include decorative pillows on the sofa, a few books and small plants on the coffee table, and some artwork on the walls.",1600,932
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_603064.jpg,"A scandinavian style room, watermark, open_dataset. This is a child's bedroom with a modern and playful style. The room has a grey color scheme with white trims and cabinetry. The ceiling is painted in a light grey color, with a creative blue and yellow chandelier hanging from it. The walls are also grey, with one wall featuring built-in white shelving and cabinets. The floor has a unique, colorful superhero-themed carpet.

The room's main furniture includes a white desk with a white chair, placed against the wall with the built-in shelves. Above the desk, there are various superhero-themed decorations, including shields and figurines. A single bed is positioned against the wall opposite the desk, with blue and red bedding that complements the superhero theme.

Additionally, there is a white guitar placed in the corner of the room, adding to the playful and creative atmosphere. Other decorative items in the room include a superhero-themed wall clock and a small blue and yellow stool placed near the bed.",800,800
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_289351.jpg,"A living room in french style, watermark, sharp, over-dark, rendering, open_dataset. This is a sophisticated and elegant living room that features a blend of traditional and contemporary design elements. The room has dark navy blue walls with white crown molding and baseboards which creates a dramatic and bold contrast. The flooring appears to be a glossy dark hardwood, and a large black and white zebra print rug takes center stage, adding a touch of exotic flair to the space.
The main furniture pieces include a classic cream-colored sofa with tufted backrest and rolled arms, a round wooden coffee table with intricate detailing, and a pair of dark wood armchairs with a houndstooth patterned upholstery. The seating arrangement is centered around the coffee table, creating an intimate conversational area.
Additionally, there is a gold-accented side table with a glass top and a sleek black table lamp on one side of the sofa, and a matching black floor lamp on the other side. A large abstract painting with splashes of blue, yellow, and white dominates the wall behind the sofa, flanked by a collection of smaller framed art pieces. A decorative sunburst mirror is also displayed on the wall, adding a touch of glamour to the room.
Other accessories in the room include a large white vase filled with white orchids on the coffee table, and a collection of throw pillows in black, white, and gold on the sofa. The overall effect is a refined and polished space that feels both inviting and stylish.",2430,1740
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_310344.jpg,"A bedroom in french style, open_dataset. This is a bedroom with a classic and elegant style. The room features a combination of light blue and beige walls, with decorative white molding and floral patterned wallpaper on one side. The ceiling is white with a central chandelier and additional decorative molding. The flooring is dark hardwood with a large red and blue patterned area rug.

The main feature of the room is a large white upholstered bed with a tufted headboard, positioned against the center of the wall with two matching bedside tables and lamps on either side. In front of the bed is a white tufted bench with wooden legs. The bed is dressed with white bedding and a few decorative pillows in shades of blue and beige.

There is also a white sculpture of a woman's bust on one of the bedside tables. The windows are dressed with blue and beige curtains that match the color scheme of the room. On the opposite wall, there are two decorative wall plates and a small framed artwork. Overall, the room has a luxurious and cozy feel with a focus on soft textures and a calming color palette.",1200,800
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_625019.jpg,"A bedroom in modern chinese style, over-dark, high saturation, open_dataset. This image depicts a modern bedroom with a touch of Asian-inspired design. The room is divided into a sleeping area and a small workspace. The overall style is contemporary with a warm color scheme of beige, brown, and cream. The walls are covered with textured wallpaper, and the ceiling features a striking wooden panel design with recessed lighting. The flooring is dark hardwood with a patterned area rug in the center.

The main furniture in the room is a four-poster bed with a white duvet and pillows. It is placed against the back wall, with two matching wooden nightstands on either side, each with a white lamp. Across from the bed, there is a wooden desk with a blue upholstered chair, a red table lamp, and a laptop. Large windows with sheer white curtains and heavy brown drapes allow natural light to enter the room.

There are also some minor decorative elements such as a potted plant on one of the nightstands, a small piece of artwork above the desk, and a few books on the desk. The overall layout of the room is well-balanced, creating a serene and inviting atmosphere.",1457,815
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_626869.jpg,"A dining room in french style, watermark, sharp, rendering, high saturation, open_dataset. This picture showcases an elegant and luxurious dining room. The room features a classic European style with an emphasis on ornate details and a warm color palette.

The walls are adorned with textured beige wallpaper with intricate molding and decorative panels. The ceiling is an off-white color with elaborate crown molding and a grand crystal chandelier hanging in the center. The flooring is a unique combination of dark and light brown marble arranged in an intricate pattern.

In the center of the room, there is a large oval-shaped dining table made of light wood with a glossy finish. The table is surrounded by eight dining chairs with white upholstered seats and ornately carved wooden backs. The table is set with an elegant floral centerpiece and fine china.

On one wall, there is a built-in shelving unit with glass doors, displaying a collection of decorative items and books. Above the shelves is a large painting of a floral landscape. On the opposite wall, there is a series of framed photographs arranged in a neat grid.

Other decorative items in the room include a tall potted plant in the corner, a gold-framed mirror above the shelves, and a few small table lamps placed on the dining table and shelves. The room is well-lit with a combination of natural light from the windows and warm overhead lighting from the chandelier and recessed lights in the ceiling.",1600,1199
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_437743.jpg,"A bathroom in french style, watermark, raw photo, open_dataset. This is a spacious and elegant bathroom with a classic and luxurious style. The overall features include beige painted walls with a textured finish, a white ceiling with recessed lighting, and a cream-colored tiled floor with a dark brown border. 

The main furniture and items in the room include a large wooden vanity with a marble countertop and an oval mirror above it, situated on the right side of the room. On the left side, there is a modern glass-enclosed shower with a white tiled interior. In the center of the room, there is a freestanding white bathtub with a silver faucet. 

Some secondary items in the room include a small wooden stool in front of the vanity, a potted yellow plant on the countertop, and a blue and white curtain draped over the shower door. There is also a small trash can next to the toilet, and a painting hanging on the wall above the vanity.",900,900
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_688149.jpg,"A modern chinese style room, sharp, over-dark, open_dataset. This picture shows a living room with a classic and luxurious style. The room has high ceilings with recessed lighting and a large chandelier hanging in the center. The walls are painted in a neutral beige color with white molding and accents. The floor is covered with a brown patterned carpet that matches the overall color scheme of the room.

The main furniture in the room includes a large white sofa with curved arms and ornate wooden legs, positioned in the center of the room facing a fireplace. There are also two matching armchairs with similar design features, placed on either side of the sofa. In front of the sofa, there is a round wooden coffee table with a glass top.

Other notable items in the room include a large flat-screen TV mounted on the wall above the fireplace, framed by white marble and intricate tile work. There is also a wooden cabinet with glass doors on the right side of the room, displaying various decorative items.

The room is decorated with several potted plants and flowers, adding a touch of nature to the elegant space. There are also several paintings and wall decorations, adding to the overall classic and sophisticated feel of the room.",1920,1440
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_62310.jpg,"A living room in modern chinese style, rendering, open_dataset. This image shows a contemporary-style living room and dining area, with a subtle blend of modern and traditional elements. The walls are painted in a neutral beige tone, complemented by a white ceiling and dark wood flooring that adds warmth to the space. Natural light filters through the large windows dressed in light blue curtains, illuminating the room.

The main furniture in the living area includes a plush, off-white sofa adorned with patterned throw pillows, two modern armchairs with wooden frames, and a sleek, dark brown coffee table at the center. A unique round metal side table sits beside one of the armchairs. Across the sofa, against the wall, is a large piece of Chinese calligraphy artwork, flanked by two tall blue and white porcelain vases on pedestals.

In the dining area, a rectangular dark wood dining table is surrounded by matching chairs with comfortable cushioned seats. Above the dining table hangs a simple yet elegant brass chandelier, which complements the larger chandelier in the living area.

Secondary items in the room include two table lamps with white shades placed on either side of the sofa, a white decorative rug with abstract patterns beneath the coffee table, and a smaller rug under the dining table. On the far right, a wooden sideboard with glass doors showcases decorative items and serves as additional storage.",2000,1500
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_704064.jpg,"A bedroom in modern chinese style, over-dark, high saturation, open_dataset. This is a bedroom with an oriental style that exudes warmth and serenity. The room features a wooden ceiling with recessed lighting, and the walls are adorned with a combination of beige wallpaper and dark wood panels. The flooring is a rich, dark hardwood, and there is a textured beige area rug that runs the length of the bed.

The bed is the focal point of the room, positioned in the center on top of the rug. It has a large tufted headboard with beige upholstery and is dressed with crisp white linens and a variety of throw pillows. A plush bench sits at the foot of the bed.

There are two large wooden doors on the left wall, and a full-length mirror on the right. The room also features a traditional wooden armchair with a red cushion, paired with a low wooden side table. A large painting of a landscape hangs on the wall above the bed, and there is a decorative chandelier hanging from the ceiling that provides soft lighting.

Other accessories in the room include a ceramic vase and a small potted plant on the side table, adding a touch of nature to the space. There are also a few decorative items on the wooden shelf above the headboard, including a small clock and some ornamental pieces.",800,800
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_714547.jpg,"A living room in scandinavian style, open_dataset. This picture depicts a living room with a modern and minimalistic style. The room features white walls with a textured green accent wall on the right side, and a large window on the left side that allows natural light to flood in. The ceiling is white and the floor is covered with light wood planks.

The dominant piece of furniture in the room is a large beige L-shaped sectional sofa that is placed against the textured wall. The sofa is adorned with several throw pillows in shades of beige and orange, adding a pop of color to the room. A light beige throw blanket is casually draped over the armrest of the sofa. In front of the sofa, there is a rectangular wooden coffee table with rounded edges, on which a small vase with green flowers is placed.

On the left side of the room, there is a tall white bookshelf with a few decorative items, including a small framed artwork and a potted plant. Next to the bookshelf, there is a wooden side table with a lamp that has a white lampshade and an orange base, complementing the throw pillows on the sofa. A beige area rug is laid out on the floor, tying the room together and adding warmth and texture to the space.

Overall, the room has a clean and serene feel with a cohesive color palette and thoughtfully placed decor items.",1080,810
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_243485.jpg,"A kitchen in wood style, open_dataset. This picture shows a modern kitchen with a contemporary design style. The overall features of the kitchen include walls and flooring made of light-colored tiles that give the space a bright and airy feel. The ceiling is painted white, which adds to the clean and sleek look of the room.

The main furniture and items in the kitchen include wooden cabinets and drawers with a natural wood finish, which are installed along the walls. There is a stainless steel range hood above the stove, which is placed against the wall. A large refrigerator is located on the right side of the kitchen.

The kitchen also features a large window that overlooks a garden, providing a beautiful view and natural light. On the countertop, there is a kettle, a bowl of green apples, and a vase with white flowers, which are neatly arranged and add a touch of color to the space.

Other minor items in the kitchen include a black countertop with a built-in sink, a glass jar with a plant, and a few other decorative items that are placed sparingly around the room. The overall layout of the kitchen is well-organized and functional, with plenty of storage and workspace for cooking and meal preparation.",1980,1537
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_368039.jpg,"A bedroom in scandinavian style, raw photo, open_dataset. The image depicts a modern and minimalist bedroom with a focus on clean lines and neutral tones. The room features a grey accent wall behind the bed, while the other walls, ceiling, and floor are in neutral shades of white and brown. The floor is covered with dark wood planks that add warmth to the space.

The central piece of furniture is a low-profile, wooden king-size bed with a simple headboard, positioned in the middle of the room. It is dressed in white bedding, creating a calm and serene atmosphere. To the left of the bed, there's a wooden nightstand with a small, stylish table lamp on top, providing a warm light source.

On the right side of the bed, there's a wooden chair with a dark blue cushion, which is placed next to a full-length mirror leaning against the wall. The chair serves as a convenient spot to sit or place clothes. 

The room is illuminated by two sources of light; a contemporary wall sconce above the bed, and natural light coming through the large window dressed with white sheer curtains and dark, heavy drapes that can be drawn for privacy or to block out light.

On the far left, there's a modern, angular coat rack where a few clothing items are hung. The overall aesthetic of the room is one of understated elegance and comfort, with a focus on functional design and a neutral color palette.",1647,1100
